Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,NacosDataSourcePropertiesTests,testNacosWithProperties,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.setAccessKey; com.alibaba.cloud.sentinel.datasource.config.AbstractDataSourceProperties.getRuleType; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.setSecretKey; com.alibaba.cloud.sentinel.datasource.config.AbstractDataSourceProperties.setRuleType; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.getAccessKey; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.getSecretKey; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.getEndpoint; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.setEndpoint; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.getNamespace; com.alibaba.cloud.sentinel.datasource.config.NacosDataSourceProperties.setNamespace
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,RuleTypeTests,testGetByName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,RuleTypeTests,testGetByClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,SentinelConverterTests,testJsonConverter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,SentinelConverterTests,testXmlConverter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,ZookeeperDataSourceFactoryBeanTests,testZKWithoutPathFactoryBean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,ZookeeperDataSourceFactoryBeanTests,testZKWithoutPathFactoryBean,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setConverter; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setGroupId; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getDataId; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getObject; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getConverter; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setServerAddr; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setDataId; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getGroupId; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getServerAddr
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,ZookeeperDataSourceFactoryBeanTests,testZKWithPathFactoryBean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
spring-cloud-alibaba,com.alibaba.cloud.sentinel.datasource,ZookeeperDataSourceFactoryBeanTests,testZKWithPathFactoryBean,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setConverter; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setPath; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getObject; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getConverter; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.setServerAddr; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getPath; com.alibaba.cloud.sentinel.datasource.factorybean.ZookeeperDataSourceFactoryBean.getServerAddr
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel.feign,FeignClientCircuitBreakerRuleIntegrationTest,testDefaultRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel.feign,FeignClientCircuitBreakerRuleIntegrationTest,testSpecificFeignRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel.feign,FeignClientCircuitBreakerRuleIntegrationTest,testSpecificFeignMethodRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel,ReactiveSentinelCircuitBreakerIntegrationTest,test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel,ReactiveSentinelCircuitBreakerTest,testCreateWithNullRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel,SentinelCircuitBreakerIntegrationTest,testSlow,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel,SentinelCircuitBreakerTest,testCreateDirectlyThenRun,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel,SentinelCircuitBreakerTest,testCreateWithNullRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.circuitbreaker.sentinel,SentinelCircuitBreakerTest,testRunWithFallback,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testIsResolvable_givenCorrectPrefix_thenReturnTure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testStartWithASlashIsOK,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,whenCustomizeSuffix_thenOverrideDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testUrisInLocationShouldOverridesProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testSetCommonPropertiesIsOK,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testSetCommonPropertiesIsOK,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.nacos.NacosConfigProperties.getUsername; com.alibaba.cloud.nacos.NacosConfigProperties.getServerAddr; com.alibaba.cloud.nacos.NacosConfigProperties.getPassword; com.alibaba.cloud.nacos.configdata.NacosConfigDataResource.getProperties
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testCommonPropertiesHasLowerPriority,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,testCommonPropertiesHasLowerPriority,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.nacos.NacosConfigProperties.getUsername; com.alibaba.cloud.nacos.NacosConfigProperties.getServerAddr; com.alibaba.cloud.nacos.NacosConfigProperties.getPassword; com.alibaba.cloud.nacos.configdata.NacosConfigDataResource.getProperties
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,whenNoneInBootstrapContext_thenCreateNewConfigClientProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
spring-cloud-alibaba,com.alibaba.cloud.nacos.configdata,NacosConfigDataLocationResolverTest,whenNoneInBootstrapContext_thenCreateNewConfigClientProperties,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.nacos.configdata.NacosConfigDataLocationResolver.resolveProfileSpecific; com.alibaba.cloud.nacos.configdata.NacosConfigDataResource.getConfig
spring-cloud-alibaba,com.alibaba.cloud.nacos.endpoint,NacosConfigEndpointTests,contextLoads,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigAutoConfigurationTest,noImports_thenCreateProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigAutoConfigurationTest,imports_thenNoCreateProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationExtConfigTests,contextLoads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNewTest,contextLoads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationNoSuffixTest,contextLoads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationTests,contextLoads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosConfigurationXmlJsonTest,contextLoads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos,NacosFileExtensionTest,contextLoads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
spring-cloud-alibaba,com.alibaba.cloud.nacos,SmartConfigurationPropertiesRebinderIntegrationTest,testUsingSmartConfigurationPropertiesRebinder_whenBehaviorIsNotDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos.parser,NacosJsonPropertySourceLoaderTests,testJsonPropWithComment,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryAutoConfigurationTests,testDefaultInitialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryClientConfigurationTest,testDefaultInitialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosDiscoveryClientConfigurationTest,testDiscoveryBlockingDisabled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosServiceDiscoveryTest,testGetInstances,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosServiceDiscoveryTest,testGetInstances,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.nacos.NacosDiscoveryProperties.getGroup; com.alibaba.cloud.nacos.discovery.NacosServiceDiscovery.getInstances; com.alibaba.cloud.nacos.NacosServiceManager.getNamingService
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosServiceDiscoveryTest,testGetServices,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery,NacosServiceDiscoveryTest,testGetServices,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.alibaba.cloud.nacos.NacosDiscoveryProperties.getGroup; com.alibaba.cloud.nacos.discovery.NacosServiceDiscovery.getServices; com.alibaba.cloud.nacos.NacosServiceManager.getNamingService
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.reactive,NacosReactiveDiscoveryClientTests,testGetInstances,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.reactive,NacosReactiveDiscoveryClientTests,testGetServices,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.reactive,NacosReactiveDiscoveryClientTests,testGetInstancesFailureToleranceEnabled,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.reactive,NacosReactiveDiscoveryClientTests,testGetInstancesFailureToleranceDisabled,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.reactive,NacosReactiveDiscoveryClientTests,testFailureToleranceEnabled,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
spring-cloud-alibaba,com.alibaba.cloud.nacos.discovery.reactive,NacosReactiveDiscoveryClientTests,testFailureToleranceDisabled,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
